'TIME'	'LOWER- 64cm'	'LOWER- 50cm'	'LOWER- 30cm'	'LOWER-10cm'	'MIDDLE- 64cm'	'MIDDLE- 50cm'	'MIDDLE- 30cm'	'MIDDLE-10cm'	'UPPER- 64cm'	'UPPER- 50cm'	'UPPER- 30cm'	'UPPER- 10cm'	'adjusted time'			
1023	2.2551	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.2713	2812.15		12/30/1899	1023
1024	2.2551	0.7342	-0.3549	-0.5921	0.91	0.2521	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2812.2		12/30/1899	1024
1025	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2812.25		12/30/1899	1025
1026	1.6976	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2812.3		12/30/1899	1026
1027	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.4133	1.3204	-1.494	-1.8288	2812.35		12/30/1899	1027
1028	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.2713	2812.4		12/30/1899	1028
1029	2.2551	0.7342	-2.0521	-0.5921	0.91	0.8103	1.5065	0.163	0.986	0.1852	-0.9318	-1.2713	2812.45		12/30/1899	1029
1030	2.2551	0.7342	-0.3549	-0.0252	0.91	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2812.5		12/30/1899	1030
1031	2.2551	0.7342	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2812.55		12/30/1899	1031
1032	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2812.6		12/30/1899	1032
1033	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2812.65		12/30/1899	1033
1034	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	1.8603	0.4133	1.3204	-1.494	-2.9437	2812.7		12/30/1899	1034
1035	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2812.75		12/30/1899	1035
1036	3.3701	1.3281	-0.9207	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2812.8		12/30/1899	1036
1037	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-2.0563	-1.8288	2812.85		12/30/1899	1037
1038	1.6976	0.7342	-0.9207	-0.5921	0.91	0.2521	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2812.9		12/30/1899	1038
1039	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-0.9318	-1.8288	2812.95		12/30/1899	1039
1040	1.6976	0.1403	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.4133	-0.3824	-1.494	-1.8288	2813		12/30/1899	1040
1041	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2813.05		12/30/1899	1041
1042	1.6976	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	0.1852	-1.494	-1.8288	2813.1		12/30/1899	1042
1043	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.2713	2813.15		12/30/1899	1043
1044	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.2713	2813.2		12/30/1899	1044
1045	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-0.3695	-1.8288	2813.25		12/30/1899	1045
1046	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.2713	2813.3		12/30/1899	1046
1047	1.6976	0.7342	-0.3549	0.5417	0.91	0.8103	0.3831	-1.5344	0.4133	0.1852	-1.494	-1.8288	2813.35		12/30/1899	1047
1048	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2813.4		12/30/1899	1048
1049	2.8126	0.7342	-0.3549	0.5417	-0.2161	0.8103	0.3831	0.163	0.986	0.7528	-0.9318	-1.8288	2813.45		12/30/1899	1049
1050	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-0.9318	-1.2713	2813.5		12/30/1899	1050
1051	2.2551	0.1403	-0.3549	-0.5921	0.91	1.3686	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2813.55		12/30/1899	1051
1052	2.2551	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2813.6		12/30/1899	1052
1053	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	0.163	0.4133	0.1852	-1.494	-1.2713	2813.65		12/30/1899	1053
1054	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2813.7		12/30/1899	1054
1055	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2813.75		12/30/1899	1055
1056	1.6976	0.7342	0.2108	-0.5921	0.91	0.8103	-0.1786	0.163	0.986	0.1852	-0.9318	-1.8288	2813.8		12/30/1899	1056
1057	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.2713	2813.85		12/30/1899	1057
1058	1.6976	1.3281	-0.3549	-1.1589	0.91	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-2.3863	2813.9		12/30/1899	1058
1059	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.2713	2813.95		12/30/1899	1059
1060	1.6976	0.7342	-0.3549	-1.1589	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2814		12/30/1899	1060
1061	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2814.05		12/30/1899	1061
1062	2.2551	0.7342	-0.3549	-0.5921	0.91	0.2521	0.3831	0.163	0.4133	1.3204	-1.494	-1.8288	2814.1		12/30/1899	1062
1063	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2814.15		12/30/1899	1063
1064	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	-0.1786	0.163	0.986	0.1852	0.1927	-1.8288	2814.2		12/30/1899	1064
1065	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2814.25		12/30/1899	1065
1066	2.2551	0.7342	-0.3549	-1.1589	0.91	0.8103	0.3831	1.2945	0.4133	0.1852	-1.494	-0.1563	2814.3		12/30/1899	1066
1067	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2814.35		12/30/1899	1067
1068	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	-0.1594	0.1852	-1.494	-1.8288	2814.4		12/30/1899	1068
1069	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2814.45		12/30/1899	1069
1070	1.6976	0.1403	-0.3549	-0.5921	0.3469	0.2521	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2814.5		12/30/1899	1070
1071	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2814.55		12/30/1899	1071
1072	2.2551	1.3281	-0.9207	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-0.9318	-1.2713	2814.6		12/30/1899	1072
1073	2.2551	0.7342	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2814.65		12/30/1899	1073
1074	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2814.7		12/30/1899	1074
1075	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	-0.1786	0.163	0.986	0.7528	-0.9318	-1.8288	2814.75		12/30/1899	1075
1076	1.6976	0.7342	0.2108	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2814.8		12/30/1899	1076
1077	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.7288	0.4133	0.1852	-1.494	-1.2713	2814.85		12/30/1899	1077
1078	1.6976	0.7342	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2814.9		12/30/1899	1078
1079	1.1401	0.7342	-0.3549	-0.5921	0.91	0.8103	0.9448	-0.4028	0.4133	0.1852	-1.494	-1.2713	2814.95		12/30/1899	1079
1080	1.6976	0.7342	-0.9207	-0.5921	0.3469	0.8103	-0.7403	0.163	0.4133	0.1852	-0.9318	-1.8288	2815		12/30/1899	1080
1081	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.8288	2815.05		12/30/1899	1081
1082	1.6976	1.3281	-0.3549	-1.1589	0.3469	1.3686	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2815.1		12/30/1899	1082
1083	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2815.15		12/30/1899	1083
1084	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2815.2		12/30/1899	1084
1085	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.7288	0.4133	0.1852	-1.494	-2.3863	2815.25		12/30/1899	1085
1086	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2815.3		12/30/1899	1086
1087	2.2551	0.7342	-0.3549	-0.5921	-0.2161	0.8103	0.3831	-0.4028	-0.1594	0.1852	-1.494	-1.8288	2815.35		12/30/1899	1087
1088	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2815.4		12/30/1899	1088
1089	1.6976	1.922	-0.3549	-0.5921	0.91	1.9268	0.3831	0.163	0.986	0.7528	-1.494	-1.2713	2815.45		12/30/1899	1089
1090	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2815.5		12/30/1899	1090
1091	1.6976	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	0.1852	-0.9318	-1.2713	2815.55		12/30/1899	1091
1092	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2815.6		12/30/1899	1092
1093	1.6976	1.3281	-0.3549	-1.1589	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.2713	2815.65		12/30/1899	1093
1094	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2815.7		12/30/1899	1094
1095	1.6976	1.3281	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2815.75		12/30/1899	1095
1096	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-0.7138	2815.8		12/30/1899	1096
1097	2.2551	0.7342	-0.3549	-0.5921	0.91	1.3686	0.3831	0.163	0.4133	0.7528	-2.0563	-1.2713	2815.85		12/30/1899	1097
1098	3.3701	1.3281	-0.3549	-1.1589	0.3469	0.8103	0.3831	-1.5344	1.5586	0.7528	-1.494	-1.2713	2815.9		12/30/1899	1098
1099	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.8288	2815.95		12/30/1899	1099
1100	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2816		12/30/1899	1100
1101	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.9448	-0.4028	0.986	0.1852	-0.9318	-1.8288	2816.05		12/30/1899	1101
1102	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2816.1		12/30/1899	1102
1103	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	-0.9686	-0.1594	0.7528	-1.494	-1.2713	2816.15		12/30/1899	1103
1104	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2816.2		12/30/1899	1104
1105	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	-0.1594	0.7528	-1.494	-1.2713	2816.25		12/30/1899	1105
1106	2.2551	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.8288	2816.3		12/30/1899	1106
1107	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.8288	2816.35		12/30/1899	1107
1108	1.6976	0.7342	-0.3549	-0.5921	0.91	0.2521	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2816.4		12/30/1899	1108
1109	1.6976	0.7342	0.2108	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2816.45		12/30/1899	1109
1110	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2816.5		12/30/1899	1110
1111	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2816.55		12/30/1899	1111
1112	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.2713	2816.6		12/30/1899	1112
1113	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-0.9318	-1.2713	2816.65		12/30/1899	1113
1114	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.2713	2816.7		12/30/1899	1114
1115	1.6976	1.3281	-0.3549	-0.5921	0.91	0.2521	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2816.75		12/30/1899	1115
1116	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2816.8		12/30/1899	1116
1117	1.6976	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.2713	2816.85		12/30/1899	1117
1118	1.6976	0.7342	-0.3549	-0.5921	0.91	0.2521	0.3831	-0.4028	0.4133	0.7528	-1.494	-2.3863	2816.9		12/30/1899	1118
1119	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2816.95		12/30/1899	1119
1120	1.6976	1.3281	-0.3549	-0.5921	0.91	0.2521	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2817		12/30/1899	1120
1121	1.6976	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2817.05		12/30/1899	1121
1122	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.8288	2817.1		12/30/1899	1122
1123	1.6976	1.922	-0.3549	-0.5921	0.3469	0.8103	0.9448	0.163	0.986	0.7528	-1.494	-1.2713	2817.15		12/30/1899	1123
1124	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2817.2		12/30/1899	1124
1125	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2817.25		12/30/1899	1125
1126	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2817.3		12/30/1899	1126
1127	1.6976	0.7342	-0.3549	-1.1589	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2817.35		12/30/1899	1127
1128	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2817.4		12/30/1899	1128
1129	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-1.2713	2817.45		12/30/1899	1129
1130	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2817.5		12/30/1899	1130
1131	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.2713	2817.55		12/30/1899	1131
1132	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2817.6		12/30/1899	1132
1133	2.2551	1.3281	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-2.3863	2817.65		12/30/1899	1133
1134	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.2713	2817.7		12/30/1899	1134
1135	1.6976	0.7342	-0.3549	-1.1589	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2817.75		12/30/1899	1135
1136	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2817.8		12/30/1899	1136
1137	1.1401	1.3281	-0.3549	-0.5921	1.473	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2817.85		12/30/1899	1137
1138	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.2713	2817.9		12/30/1899	1138
1139	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2817.95		12/30/1899	1139
1140	2.2551	1.3281	-0.3549	-0.5921	0.91	1.3686	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.8288	2818		12/30/1899	1140
1141	2.2551	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2818.05		12/30/1899	1141
1142	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	-0.1786	0.163	0.4133	0.7528	-1.494	-1.8288	2818.1		12/30/1899	1142
1143	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2818.15		12/30/1899	1143
1144	1.6976	0.7342	-0.3549	-1.1589	0.3469	1.3686	0.3831	0.7288	0.4133	0.7528	-1.494	-1.2713	2818.2		12/30/1899	1144
1145	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2818.25		12/30/1899	1145
1146	1.1401	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	0.7528	-1.494	-1.8288	2818.3		12/30/1899	1146
1147	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2818.35		12/30/1899	1147
1148	1.6976	1.922	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.4133	-0.3824	-1.494	-1.8288	2818.4		12/30/1899	1148
1149	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2818.45		12/30/1899	1149
1150	1.6976	0.7342	0.7765	-0.5921	0.3469	0.8103	0.9448	0.163	0.4133	0.1852	-0.9318	-1.8288	2818.5		12/30/1899	1150
1151	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2818.55		12/30/1899	1151
1152	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.7528	-1.494	-2.3863	2818.6		12/30/1899	1152
1153	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2818.65		12/30/1899	1153
1154	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2818.7		12/30/1899	1154
1155	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	-0.1786	-0.4028	-0.1594	0.1852	-1.494	-1.8288	2818.75		12/30/1899	1155
1156	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2818.8		12/30/1899	1156
1157	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2818.85		12/30/1899	1157
1158	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2818.9		12/30/1899	1158
1159	1.6976	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2818.95		12/30/1899	1159
1160	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2819		12/30/1899	1160
1161	1.6976	1.3281	-0.3549	-0.0252	0.91	0.8103	0.3831	0.163	0.4133	0.7528	-1.494	-1.2713	2819.05		12/30/1899	1161
1162	2.2551	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2819.1		12/30/1899	1162
1163	1.1401	0.7342	-1.4864	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-0.9318	-1.8288	2819.15		12/30/1899	1163
1164	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.2713	2819.2		12/30/1899	1164
1165	1.6976	0.7342	-0.3549	0.5417	0.3469	1.3686	0.3831	0.7288	0.986	0.1852	-1.494	-1.8288	2819.25		12/30/1899	1165
1166	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2819.3		12/30/1899	1166
1167	1.6976	0.7342	-0.3549	-0.5921	-0.7791	0.8103	0.3831	0.163	2.1313	0.7528	-1.494	-1.8288	2819.35		12/30/1899	1167
1168	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2819.4		12/30/1899	1168
1169	1.6976	0.7342	-0.3549	-0.5921	0.3469	1.3686	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2819.45		12/30/1899	1169
1170	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2819.5		12/30/1899	1170
1171	1.6976	0.7342	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2819.55		12/30/1899	1171
1172	2.2551	0.7342	-0.3549	-0.5921	0.91	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.2713	2819.6		12/30/1899	1172
1173	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.2713	2819.65		12/30/1899	1173
1174	1.6976	1.3281	-0.3549	-0.5921	0.3469	1.3686	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2819.7		12/30/1899	1174
1175	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2819.75		12/30/1899	1175
1176	1.6976	0.7342	0.2108	-0.5921	0.91	0.8103	-0.1786	-0.9686	0.4133	0.1852	-1.494	-1.8288	2819.8		12/30/1899	1176
1177	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-0.1563	2819.85		12/30/1899	1177
1178	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2819.9		12/30/1899	1178
1179	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2819.95		12/30/1899	1179
1180	1.6976	1.3281	-0.9207	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.2713	2820		12/30/1899	1180
1181	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.2521	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.8288	2820.05		12/30/1899	1181
1182	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2820.1		12/30/1899	1182
1183	1.6976	1.3281	1.3422	-0.5921	0.3469	0.8103	1.5065	0.163	0.4133	0.1852	-0.9318	-1.8288	2820.15		12/30/1899	1183
1184	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.2713	2820.2		12/30/1899	1184
1185	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-1.5344	0.4133	0.1852	-1.494	-2.3863	2820.25		12/30/1899	1185
1186	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.2713	2820.3		12/30/1899	1186
1187	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	-0.1786	-0.4028	0.986	0.1852	-1.494	-1.8288	2820.35		12/30/1899	1187
1188	1.6976	0.7342	-0.9207	-0.5921	0.3469	0.8103	-0.1786	0.163	0.4133	0.1852	-0.9318	-1.8288	2820.4		12/30/1899	1188
1189	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.7528	-1.494	-1.2713	2820.45		12/30/1899	1189
1190	1.6976	0.7342	-0.3549	-0.0252	0.3469	0.8103	0.3831	-0.9686	0.4133	0.1852	-1.494	-2.3863	2820.5		12/30/1899	1190
1191	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	0.163	0.986	0.1852	-1.494	-1.8288	2820.55		12/30/1899	1191
1192	1.6976	1.3281	-0.3549	-0.5921	0.91	0.8103	0.3831	0.163	0.4133	0.1852	-1.494	-1.8288	2820.6		12/30/1899	1192
1193	1.6976	0.7342	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.986	0.1852	-1.494	-1.8288	2820.65		12/30/1899	1193
1194	1.6976	0.1403	-0.3549	-0.5921	0.3469	-0.3061	0.3831	-0.4028	0.986	1.3204	-0.9318	-1.2713	2820.7		12/30/1899	1194
1195	1.6976	1.3281	-0.3549	-0.5921	0.3469	0.8103	0.3831	-0.4028	0.4133	0.1852	-1.494	-1.8288	2820.75		12/30/1899	1195
