Experiment subset: sand-gravel-mud (SGM) on rough bed
Data tables for cross sections at x= 32, 66, and 90 m are listed in succession below,
separated by blank lines and headers.

						
Cross section: x = 32 m						
Column Headings: t is the time since gate release. h is the mean flow thickness. sigma is the mean						
basal total normal stress and pbed is the mean basal pore-fluid pressure. "SD" denotes the						
standard deviation from the mean.						

t(s)	h(m)		SD h(m)		sigma(kPa)	SD sigma(kPa)	pbed(kPa)	SD pbed(kPa)
15.7	0.111090275	0.028360261	2.530757	0.704252343	1.97701375	0.669705855
15.71	0.110957375	0.027940799	2.53175275	0.709923165	1.98168		0.678496471
15.72	0.11108255	0.028372881	2.51982725	0.706640111	1.991891	0.675288352
15.73	0.11079345	0.027387255	2.5133385	0.713411952	1.99890775	0.699365052
15.74	0.1111921	0.027214245	2.51504525	0.709495835	1.9882325	0.694312897
15.75	0.11173335	0.027554229	2.5109175	0.705059162	1.991604	0.689145986
15.76	0.1108536	0.027363124	2.50988275	0.700922744	1.98719575	0.675998865
15.77	0.111784025	0.027755146	2.51230475	0.700786165	1.99164375	0.679812969
15.78	0.111162175	0.027365691	2.5094935	0.692899359	1.99700825	0.678531405
15.79	0.1113285	0.026524962	2.50384		0.688739175	1.99387		0.680608147
15.8	0.1108078	0.026796071	2.4977205	0.70181792	1.97892225	0.660909499
15.81	0.110906225	0.026804982	2.49951725	0.682667016	1.9721535	0.653527645
15.82	0.110037275	0.026790246	2.50066175	0.679371542	1.9740665	0.66113215
15.83	0.10985305	0.026977026	2.49534275	0.682298806	1.9525205	0.6426813
15.84	0.110647975	0.026360272	2.49337375	0.677335097	1.96184575	0.659151914
15.85	0.1104155	0.026800259	2.4873085	0.679618866	1.97160725	0.66512985
15.86	0.110228825	0.027506919	2.474433	0.669546962	1.98422575	0.673481479
15.87	0.109084	0.026858363	2.479656	0.670191884	1.9689465	0.66164503
15.88	0.108856825	0.026037054	2.47230475	0.663419746	1.98646725	0.680124018
15.89	0.109064375	0.026876057	2.471987	0.661927233	1.973875	0.66070975
15.9	0.108732925	0.026341892	2.480294	0.666626298	1.958375	0.651319134
15.91	0.109451525	0.026305456	2.47102575	0.661648154	1.97158625	0.654197639
15.92	0.109863975	0.026426838	2.46986525	0.658535477	1.98877725	0.682119201
15.93	0.109717925	0.025960314	2.4696365	0.655611105	1.9766415	0.680653125
15.94	0.109897225	0.026694557	2.47574875	0.657520913	1.956996	0.656735383
15.95	0.10901225	0.026289552	2.47225175	0.65536136	1.947776	0.661221422
15.96	0.10882895	0.026587852	2.47646225	0.660648614	1.9654875	0.658965842
15.97	0.1082396	0.026230355	2.4721095	0.654735771	1.95038575	0.662042173
15.98	0.107813225	0.026348852	2.46985925	0.657741515	1.9673185	0.659800819
15.99	0.10793315	0.025769725	2.46313325	0.65485952	1.935872	0.635273127
16	0.10898315	0.026370128	2.464967	0.650076639	1.97344375	0.671253416
16.01	0.108545425	0.026249534	2.47388425	0.659769391	1.97193925	0.681888282
16.02	0.109486325	0.025507225	2.46331675	0.653162813	1.958174	0.657606571
16.03	0.109118225	0.025955181	2.463264	0.651777242	1.9900975	0.709816358
16.04	0.108576925	0.026396813	2.46686825	0.647686318	2.00486925	0.726999296
16.05	0.109461425	0.025211769	2.467081	0.650145173	1.97260675	0.697526297
16.06	0.108747075	0.024990985	2.4665905	0.645791634	1.97706275	0.695048586
16.07	0.1080091	0.025447377	2.4738165	0.648101523	1.9842795	0.687221326
16.08	0.108376575	0.025278686	2.45844925	0.649721828	2.015876	0.738558494
16.09	0.10866445	0.025904802	2.470718	0.634932883	1.997867	0.702630006
16.1	0.109103825	0.025735189	2.46957525	0.643604392	2.00108225	0.704894109
16.11	0.10923845	0.026417446	2.471777	0.648679679	1.98659725	0.715483913
16.12	0.10901085	0.026338798	2.4704705	0.64673678	1.99426375	0.716906034
16.13	0.109494475	0.026407337	2.47109875	0.648927272	1.99635125	0.697674284
16.14	0.10896875	0.025841948	2.47449425	0.650458903	1.998782	0.709156895
16.15	0.1090939	0.026052806	2.472037	0.64700769	1.977123	0.685568728
16.16	0.109269475	0.025292627	2.4702255	0.649779936	1.96333975	0.682265489
16.17	0.108963975	0.024882696	2.47214675	0.642510123	1.9486765	0.662433963
16.18	0.108786325	0.025212432	2.4685845	0.639055327	1.96876175	0.662853134
16.19	0.10870305	0.02461924	2.47315525	0.645536958	1.9592375	0.660673362
16.2	0.10917355	0.025330357	2.47276825	0.63859912	1.96669075	0.674006072
16.21	0.109297975	0.025437643	2.47077325	0.633870963	1.94540325	0.659345451
16.22	0.108866125	0.025445573	2.470348	0.647484136	1.9387225	0.648288044
16.23	0.109276025	0.026446569	2.454053	0.632537861	1.94122		0.659187447
16.24	0.109198625	0.025220634	2.449677	0.631606122	1.959485	0.676614853
16.25	0.109224975	0.024934696	2.44685525	0.624171619	1.953298	0.674750244
16.26	0.108199675	0.025143917	2.4489785	0.623891905	1.94884225	0.66778617
16.27	0.109220675	0.025113514	2.45218125	0.623308326	1.959503	0.675511827
16.28	0.109407725	0.024792948	2.452469	0.630271583	1.9488085	0.673324817
16.29	0.1086825	0.024293012	2.443598	0.619190961	1.9560585	0.672971427
16.3	0.10888455	0.0238067	2.44444325	0.62012018	1.9586815	0.681822566
16.31	0.1082428	0.023319687	2.4444445	0.622334663	1.95435925	0.674561096
16.32	0.108608325	0.023871333	2.4389105	0.607355245	1.94616775	0.681655249
16.33	0.108606175	0.023983241	2.43486725	0.607679225	1.94649025	0.665249781
16.34	0.10781655	0.02307589	2.441671	0.609926345	1.95463325	0.660070129
16.35	0.107781525	0.022881313	2.4282115	0.601994946	1.94110525	0.664291162
16.36	0.107763775	0.022991531	2.43430375	0.599316398	1.9523865	0.660035593
16.37	0.107819175	0.023653272	2.42078075	0.595602506	1.9541995	0.667055969
16.38	0.1071599	0.023403709	2.41632325	0.601916349	1.95514375	0.680046071
16.39	0.10800745	0.023226115	2.41318975	0.590681115	1.96174425	0.679315644
16.4	0.107053075	0.022968344	2.415565	0.580610606	1.95603725	0.66461898
16.41	0.1065985	0.023212911	2.41115425	0.582383628	1.9581685	0.666193956
16.42	0.105808125	0.023422801	2.40836275	0.572140209	1.95330375	0.6727208
16.43	0.106241275	0.023014979	2.4145975	0.575247022	1.983493	0.70112388
16.44	0.105880275	0.022491435	2.41818575	0.572067339	1.979277	0.683646496
16.45	0.106068	0.022777783	2.40567425	0.565150173	1.945385	0.682714185
16.46	0.1065198	0.022586519	2.40506625	0.565509112	1.96605625	0.683275446
16.47	0.1068658	0.021680548	2.4038085	0.563916723	1.95508025	0.665455751
16.48	0.106460425	0.022557271	2.4027485	0.562605791	1.94975275	0.655871739
16.49	0.106204575	0.023133796	2.4107485	0.555227999	1.976815	0.69247793
16.5	0.106085675	0.022752327	2.40638575	0.551154568	1.93133175	0.662059605
16.51	0.10654425	0.022581455	2.404809	0.545650436	1.9466875	0.669174987
16.52	0.106609575	0.022688013	2.40504575	0.548293769	1.955476	0.666344695
16.53	0.10714485	0.022966349	2.4053425	0.546901398	1.969735	0.688155073
16.54	0.10691755	0.023087131	2.40983225	0.540875112	1.95731575	0.682121618
16.55	0.1069633	0.022436137	2.410305	0.53565479	1.96755475	0.697134493
16.56	0.107012475	0.022901167	2.4190555	0.542266449	1.9716755	0.683553137
16.57	0.10675605	0.022466678	2.41751775	0.542896946	1.97943125	0.68226896
16.58	0.1066139	0.022354937	2.4192585	0.545801193	1.95750975	0.666381962
16.59	0.107830825	0.022118906	2.4281755	0.535335796	1.94617075	0.647146361
16.6	0.108430275	0.022452732	2.42584525	0.536869844	1.93982975	0.642616448
16.61	0.108607825	0.022247517	2.42789825	0.525042795	1.946901	0.637820285
16.62	0.10875135	0.022633075	2.4408535	0.540456563	1.9549005	0.654341219
16.63	0.10841245	0.023079355	2.42814675	0.525847661	1.95682775	0.642486259
16.64	0.108376125	0.022938031	2.42379075	0.5201546	1.9709115	0.667902167
16.65	0.1083726	0.02261528	2.41635175	0.519879749	1.98573525	0.6825276
16.66	0.10827745	0.022464952	2.41694375	0.510533381	1.99665075	0.697975533
16.67	0.1079187	0.022450794	2.425058	0.509885796	1.98621675	0.674916457
16.68	0.107566975	0.022298506	2.42278975	0.51168892	1.979391	0.665664213
16.69	0.107782225	0.02150877	2.4211605	0.51004234	1.958571	0.650601415
16.7	0.1084214	0.021449361	2.4211735	0.50814396	1.968878	0.669035314
16.71	0.108191225	0.021025638	2.41981325	0.505394926	1.97271925	0.664836023
16.72	0.10843795	0.021023167	2.4110415	0.511519603	1.96214125	0.656340704
16.73	0.108598625	0.021035365	2.42300875	0.498053792	1.95136		.642028816
16.74	0.108079175	0.021924099	2.4203585	0.494888581	1.95039975	0.633937929
16.75	0.108110675	0.021916823	2.423138	0.496844171	1.9312635	0.61751117
16.76	0.10787415	0.022139687	2.42580875	0.491886488	1.952579	0.636626716
16.77	0.10797865	0.020760115	2.42298375	0.495944227	1.96061375	0.646133327
16.78	0.10766825	0.020428095	2.41964575	0.491118555	1.95952875	0.648779681
16.79	0.107691275	0.020257418	2.41977875	0.484849324	1.967743	0.661158923
16.8	0.10794135	0.02088452	2.42632775	0.485819382	1.96138825	0.657188329
16.81	0.108880475	0.020459698	2.42243625	0.477019834	1.97297725	0.672473134
16.82	0.1080975	0.020784528	2.41857075	0.482271991	1.946586	0.636936923
16.83	0.107101725	0.021278578	2.41344625	0.485013433	1.92778275	0.608337997
16.84	0.1075491	0.019934661	2.42090725	0.480525094	1.9420585	0.620311808
16.85	0.1082439	0.019049229	2.4165845	0.477431739	1.93624875	0.613079794
16.86	0.109574775	0.01938317	2.4196475	0.476335978	1.949992	0.632573975
16.87	0.11000185	0.019755021	2.4175355	0.476668304	1.94579825	0.629470475
16.88	0.109212525	0.019282276	2.416659	0.476496781	1.9480065	0.629615206
16.89	0.1091074	0.019177869	2.41630875	0.480079517	1.96017875	0.639420658
16.9	0.10856595	0.018791309	2.41509275	0.471900552	1.95777		0.653212919
16.91	0.107794575	0.01879642	2.417769	0.472796471	1.96666075	0.663561916
16.92	0.10834845	0.018362461	2.4136705	0.479262818	1.98166275	0.658822289
16.93	0.10914195	0.019019663	2.4091385	0.471804925	1.96549125	0.649161345
16.94	0.109147975	0.018768414	2.40856825	0.469961648	1.930283	0.623926604
16.95	0.1089035	0.019164318	2.40841775	0.470882983	1.9555185	0.649954021
16.96	0.109123	0.018453226	2.4092335	0.470618371	1.96851175	0.664895983
16.97	0.108401925	0.019587161	2.40617775	0.46771233	1.969887	0.665449402
16.98	0.10704765	0.0200426	2.41455075	0.464904289	1.967795	0.6490981
16.99	0.10699905	0.019578146	2.41717975	0.463591726	1.96429925	0.640266431
17	0.10761685	0.01907476	2.40335725	0.464302081	1.93083225	0.602308855
17.01	0.1076911	0.018425144	2.40716225	0.466242111	1.93709825	0.610637022
17.02	0.10766795	0.018528526	2.402551	0.461879622	1.963536	0.64008072
17.03	0.10758905	0.018247714	2.395885	0.463312972	1.946639	0.625775957
17.04	0.1076709	0.018537254	2.40041425	0.463430587	1.95338725	0.635711666
17.05	0.10821225	0.017781712	2.40213425	0.466297959	1.93090225	0.6189361
17.06	0.10794625	0.018068407	2.403615	0.460398651	1.9560155	0.628753046
17.07	0.107791375	0.018053316	2.407613	0.466610066	1.95407725	0.638274104
17.08	0.1074506	0.017590545	2.4027175	0.461605587	1.95121675	0.644939127
17.09	0.1071156	0.018276837	2.40227975	0.463883105	1.95311625	0.636895338
17.1	0.107954	0.017619308	2.40444325	0.463491138	1.94279175	0.618943179
17.11	0.108420775	0.017789493	2.40354825	0.461729418	1.9374645	0.614261579
17.12	0.10843555	0.018059628	2.405019	0.459882404	1.92641125	0.606164382
17.13	0.109789275	0.018306004	2.4168155	0.461216032	1.91473275	0.580709024
17.14	0.10981815	0.017651739	2.4010125	0.460566881	1.896514	0.562471482
17.15	0.109701025	0.017298723	2.414987	0.458977634	1.92837975	0.598342897
17.16	0.1098622	0.017957303	2.4121055	0.462912137	1.913555	0.59554784
17.17	0.109699675	0.018103818	2.41275325	0.461809686	1.9196535	0.606857892
17.18	0.10954045	0.017996805	2.40892725	0.45993011	1.928244	0.599993584
17.19	0.10865055	0.017588431	2.41148925	0.464085613	1.944203	0.621468744
17.2	0.10860565	0.017442239	2.41211925	0.455757133	1.9316295	0.622305855
17.21	0.10886775	0.017707343	2.41107625	0.454976566	1.939963	0.633200099
17.22	0.1087192	0.017816711	2.41094175	0.458107499	1.94761575	0.634298868
17.23	0.108792425	0.018195228	2.412456	0.456229562	1.954897	0.642666753
17.24	0.10720965	0.017803886	2.4213945	0.453666876	1.9633535	0.648239296
17.25	0.10716075	0.018016058	2.4169365	0.453812257	1.96670575	0.652151176
17.26	0.1073237	0.017754331	2.4156265	0.448877015	1.9665305	0.651157856
17.27	0.106709925	0.017990944	2.4117325	0.445889181	1.946308	0.631542992
17.28	0.10705045	0.018113925	2.41351		0.45412899	1.96880375	0.641976673
17.29	0.10733415	0.017987268	2.40102475	0.4506562	1.9771895	0.653243725
17.3	0.10731225	0.018114817	2.40539075	0.452182405	1.969888	0.649047774
17.31	0.106556575	0.018046077	2.3990575	0.451941136	1.9628905	0.640854429
17.32	0.10672415	0.018390414	2.39818075	0.446369185	1.97201975	0.654785011
17.33	0.10738875	0.018602891	2.3909025	0.446007683	1.956468	0.664774771
17.34	0.10740805	0.018859568	2.3978925	0.443616495	1.95020175	0.635303642
17.35	0.107650375	0.018375584	2.3950285	0.4453698	1.9345895	0.621089445
17.36	0.1080691	0.018478556	2.394215	0.445860841	1.95069475	0.639566749
17.37	0.107332525	0.01888603	2.39880625	0.443857271	1.94134375	0.642265291
17.38	0.108337625	0.018460679	2.40227175	0.438414692	1.9583705	0.660900875
17.39	0.107713675	0.019016707	2.388329	0.439616968	1.962051	0.655105889
17.4	0.107460825	0.018507676	2.39503975	0.440687392	1.98004225	0.668696002
17.41	0.107881725	0.018631841	2.394472	0.433652532	1.97783		0.668058393
17.42	0.1081328	0.019197056	2.3922095	0.443891016	1.96530475	0.649597619
17.43	0.1080962	0.018749908	2.3899825	0.434979966	1.96080825	0.657795894
17.44	0.1080716	0.018980929	2.39202525	0.436726049	1.963691	0.659080019
17.45	0.107832825	0.018641918	2.3875735	0.438802677	1.94288125	0.62196729
17.46	0.1076466	0.018193127	2.39150875	0.429749127	1.9324695	0.626348959
17.47	0.10757305	0.018115176	2.38671175	0.426237895	1.950845	0.637197027
17.48	0.1069835	0.018531704	2.38831325	0.429894983	1.943203	0.631773894
17.49	0.107177875	0.019201346	2.3873475	0.430499034	1.94845525	0.638183793
17.5	0.107578425	0.019156754	2.38704025	0.42896665	1.93401425	0.637686208
17.51	0.107683575	0.018518523	2.3854835	0.420819435	1.94444175	0.634347821
17.52	0.107214675	0.018485443	2.3893275	0.414544073	1.92540825	0.618235586
17.53	0.106715225	0.018630307	2.38171025	0.420581578	1.93741925	0.618538243
17.54	0.1079562	0.018277122	2.3826475	0.425483784	1.95068175	0.62906983
17.55	0.107185125	0.018059518	2.38534975	0.414842143	1.950682	0.639161942
17.56	0.10764265	0.018076038	2.38074325	0.413696546	1.943059	0.636095454
17.57	0.106894975	0.017614035	2.386337	0.418313323	1.930733	0.616846025
17.58	0.106265925	0.017777952	2.37827675	0.415059816	1.932952	0.619218949
17.59	0.106746725	0.01762749	2.380848	0.416130644	1.93662525	0.615490138
17.6	0.1066784	0.017495917	2.3826895	0.414933683	1.92530575	0.625226586
17.61	0.107325575	0.017006787	2.381958	0.416829191	1.932679	0.619080192
17.62	0.108764875	0.015554791	2.37774175	0.407062129	1.934166	0.632058138
17.63	0.10853595	0.016570261	2.38113975	0.404312034	1.9254055	0.627403325
17.64	0.1077961	0.016579843	2.38102875	0.406355472	1.93867		0.631887758
17.65	0.108137925	0.015701112	2.3722195	0.409929789	1.93358025	0.630048788
17.66	0.10825355	0.015902897	2.37912275	0.403274187	1.924539	0.62405108
17.67	0.107715125	0.01667782	2.37708425	0.408298542	1.91832475	0.60044527
17.68	0.1075352	0.015968226	2.38048125	0.413935322	1.91689475	0.602993597
17.69	0.10732525	0.015688935	2.382207	0.406348277	1.91455175	0.595818572
17.7	0.10729455	0.016179509	2.3794485	0.417557968	1.90921925	0.602856355
17.71	0.1074586	0.016546213	2.387088	0.409514885	1.9074415	0.608989147
17.72	0.10668265	0.015446596	2.37971275	0.419119184	1.92098375	0.607638732
17.73	0.1075839	0.016274736	2.37931525	0.418579561	1.9274895	0.614714497
17.74	0.107086825	0.015875082	2.3829555	0.41038544	1.93208875	0.624227587
17.75	0.107670075	0.015110173	2.38354175	0.407369353	1.9090175	0.601412941
17.76	0.107785675	0.01639301	2.37989275	0.409686927	1.93916725	0.628338824
17.77	0.108166875	0.015518425	2.37552425	0.405656552	1.923564	0.618391597
17.78	0.108605875	0.016760773	2.37854225	0.409535932	1.9258595	0.610333184
17.79	0.10800765	0.016599399	2.3756855	0.409119055	1.92735		0.605245322
17.8	0.108505325	0.017177329	2.37786825	0.409124791	1.9363155	0.625837426
17.81	0.108355175	0.017141569	2.3772335	0.414122935	1.9400595	0.615880097
17.82	0.108002425	0.017421479	2.3792865	0.409251889	1.94555575	0.628482785
17.83	0.10774355	0.017596367	2.3726		0.409994461	1.95522125	0.638522668
17.84	0.10831755	0.017310787	2.36454875	0.411416522	1.949294	0.63436144
17.85	0.1082741	0.017014173	2.372895	0.398325394	1.94113425	0.632664484
17.86	0.108020075	0.016814275	2.37512775	0.404208724	1.91730725	0.603561039
17.87	0.10717855	0.016663344	2.372327	0.412407562	1.91120625	0.615801712
17.88	0.106850225	0.017100811	2.37553375	0.406362578	1.93435075	0.631778238
17.89	0.1071609	0.017136805	2.373498	0.415215549	1.94249875	0.635347317
17.9	0.1068413	0.017439715	2.37622675	0.418490983	1.95063475	0.647897403
17.91	0.107210375	0.01742355	2.377144	0.410477897	1.94181925	0.636878395
17.92	0.108273675	0.017109612	2.37418		0.420332307	1.954194	0.648282125
17.93	0.10892775	0.017336972	2.3757955	0.416432082	1.957231	0.650449775
17.94	0.108904425	0.017372341	2.372348	0.413740205	1.90429425	0.575488225
17.95	0.108932175	0.018243207	2.3765085	0.419880608	1.9454685	0.617765779
17.96	0.10917145	0.017831832	2.37326275	0.414930594	1.95081825	0.642254717
17.97	0.108782925	0.017761503	2.3747585	0.412880362	1.94275775	0.635535553
17.98	0.1088117	0.018081772	2.3802745	0.42104361	1.943878	0.648375793
17.99	0.10824695	0.017893517	2.381064	0.423568728	1.944838	0.643404828
18	0.108752725	0.018095307	2.3812865	0.421927036	1.937755	0.638370337
18.01	0.10865835	0.018664912	2.381838	0.426238688	1.94925325	0.635643715
18.02	0.107864025	0.018469413	2.38051125	0.42520157	1.950703	0.653950911
18.03	0.108255775	0.017704872	2.38657875	0.422670589	1.97028925	0.672165656
18.04	0.1082092	0.018123423	2.39088375	0.423791992	1.96030975	0.667330237
18.05	0.108306525	0.018185468	2.37903675	0.428247642	1.9564055	0.662286753
18.06	0.1081516	0.018353506	2.38254575	0.423712847	1.950271	0.662241913
18.07	0.108222275	0.017659007	2.3849085	0.425115677	1.95721		0.666492751
18.08	0.108957425	0.017314213	2.38964575	0.425297899	1.96159525	0.671698782
18.09	0.108895175	0.016213411	2.394093	0.426506443	1.97161575	0.670882809
18.1	0.109634	0.016055236	2.3848275	0.434014852	1.962177	0.655868221
18.11	0.11066065	0.016634275	2.3960915	0.423590153	1.95442575	0.656759774
18.12	0.110481725	0.016539624	2.3923285	0.430064949	1.94464425	0.647088189
18.13	0.110532625	0.017241168	2.393289	0.421125065	1.95121625	0.658217328
18.14	0.11037675	0.017557839	2.39066475	0.427857361	1.95375675	0.658576574
18.15	0.110775675	0.017559007	2.38794675	0.430160019	1.93977225	0.648908844
18.16	0.10964625	0.018620908	2.39248425	0.424334115	1.9442445	0.647771741
18.17	0.110245125	0.017777832	2.3898265	0.424373795	1.95582		0.658952865
18.18	0.1099688	0.017692731	2.39177225	0.424550844	1.9494415	0.644360287
18.19	0.110065425	0.017864494	2.39190025	0.421842365	1.9448415	0.627407798
18.2	0.111083425	0.017703085	2.39477325	0.421603037	1.94977075	0.643051532
18.21	0.110292825	0.018039093	2.399843	0.41966911	1.94265425	0.633223463
18.22	0.109313875	0.0177638	2.396134	0.421819763	1.94231525	0.632223484
18.23	0.108947875	0.017603601	2.39412425	0.42149309	1.94605775	0.635893422
18.24	0.10932335	0.017139729	2.39292075	0.416844961	1.957947	0.656245897
18.25	0.109322175	0.017505436	2.39342875	0.42164915	1.94399725	0.633904005
18.26	0.109672975	0.017048221	2.39154775	0.426565116	1.93100775	0.629208394
18.27	0.108138075	0.017029052	2.38626775	0.420838488	1.9327		0.622224391
18.28	0.10847895	0.017588996	2.3922555	0.419930481	1.90351375	0.596324578
18.29	0.109086275	0.017399237	2.394555	0.423281853	1.91131325	0.588545776
18.3	0.10886815	0.017059406	2.390199	0.41387791	1.894191	0.581325749
18.31	0.1088787	0.016455024	2.392188	0.415504453	1.92318725	0.613795227
18.32	0.109159225	0.017644482	2.3938865	0.417586804	1.9407695	0.650136818
18.33	0.108855725	0.017190471	2.39709475	0.416807068	1.923606	0.621956751
18.34	0.1082465	0.017539264	2.39010225	0.416443175	1.921623	0.624624923
18.35	0.10801905	0.017326728	2.38763175	0.42000045	1.92160425	0.620494446
18.36	0.10926765	0.017296991	2.38649225	0.420639445	1.9342335	0.622146501
18.37	0.109603775	0.017825238	2.38958575	0.41765228	1.927685	0.62082925
18.38	0.110386075	0.017935902	2.38528225	0.411607347	1.93555025	0.621954163
18.39	0.109741725	0.017783071	2.38646425	0.410562926	1.93291875	0.632644467
18.4	0.11053855	0.016784018	2.3886995	0.418671798	1.90871875	0.61002811
18.41	0.1096756	0.01744876	2.38571825	0.411494433	1.90296975	0.609980683
18.42	0.108494825	0.017232334	2.384075	0.415387404	1.89562775	0.608871676
18.43	0.10880295	0.016717258	2.38721925	0.41075586	1.9075395	0.615363362
18.44	0.108874675	0.017608378	2.38715725	0.414558123	1.922921	0.608776048
18.45	0.1083335	0.017021375	2.38420625	0.411143084	1.92768025	0.601289841
18.46	0.108388775	0.017001596	2.38230875	0.408913368	1.914663	0.608292886
18.47	0.1093036	0.017364544	2.38443475	0.40217017	1.91517575	0.615704642
18.48	0.1090793	0.017580536	2.3700965	0.399790699	1.933615	0.622646547
18.49	0.1082309	0.017090762	2.37983525	0.406177077	1.91066025	0.616368016
18.5	0.108336775	0.016776892	2.380813	0.403594501	1.932122	0.624771855
18.51	0.1088871	0.016664692	2.37946275	0.402858639	1.9230415	0.622826274
18.52	0.108724775	0.016459454	2.37555775	0.404331898	1.913692	0.617534473
18.53	0.10870715	0.017041879	2.37217975	0.393960283	1.9101565	0.616873849
18.54	0.108561275	0.016928895	2.382353	0.411524569	1.924091	0.623620975
18.55	0.1079517	0.016970317	2.3800375	0.399984094	1.90928		0.61702238
18.56	0.10878095	0.01672238	2.38191975	0.402855093	1.9053855	0.60843305
18.57	0.1090652	0.016954653	2.38225175	0.400829952	1.9334035	0.625441685
18.58	0.1093475	0.016396952	2.38054225	0.398366581	1.92584225	0.637160962
18.59	0.109699675	0.015490061	2.38448325	0.398546414	1.927513	0.639608882
18.6	0.10865045	0.015910542	2.38434		0.402064562	1.919131	0.627762344
18.61	0.10986305	0.01732887	2.38385525	0.402704122	1.9256265	0.626940221
18.62	0.110481275	0.016804245	2.3753815	0.397135813	1.92327875	0.632984045
18.63	0.11023135	0.017262334	2.38131475	0.399822304	1.9049445	0.61256368
18.64	0.110622425	0.017616994	2.38373475	0.390914738	1.91532975	0.620359793
18.65	0.109403125	0.016407732	2.3816465	0.395319745	1.946587	0.629745362
18.66	0.108720975	0.01649485	2.38528675	0.396997015	1.9034325	0.606366819
18.67	0.108936725	0.016881634	2.37917075	0.392789279	1.9007315	0.60410512
18.68	0.1098113	0.015572798	2.379615	0.396805561	1.89461675	0.61411188
18.69	0.109515325	0.016236495	2.3786145	0.397130513	1.902348	0.616464443
18.7	0.109467	0.015998667	2.37655025	0.396576326	1.925428	0.621518262
18.71	0.10958445	0.015652778	2.37781275	0.39504662	1.91389075	0.610510985
18.72	0.10921285	0.016310111	2.37985075	0.397456711	1.9313725	0.635087738
18.73	0.109689625	0.015562424	2.376856	0.398713599	1.92906525	0.641269426
18.74	0.10983575	0.014510791	2.375167	0.395277298	1.92528325	0.64114305
18.75	0.109794725	0.014935252	2.3734485	0.390494294	1.92715575	0.633347702
18.76	0.1098086	0.015093978	2.38268775	0.411682262	1.9173995	0.636559096
18.77	0.109304225	0.015332557	2.3766915	0.392033144	1.9166675	0.63679833
18.78	0.108450425	0.015181721	2.37007125	0.391872096	1.926254	0.625082857
18.79	0.10846965	0.015777341	2.3706785	0.391489653	1.92550475	0.627361153
18.8	0.108827775	0.015935053	2.368214	0.3892746	1.912681	0.627187739
18.81	0.10844		.016069977	2.35345325	0.373541271	1.925364	0.642072143
18.82	0.108442925	0.015630948	2.36725625	0.389970457	1.935771	0.637263683
18.83	0.10745015	0.01563387	2.3714675	0.384284156	1.9290525	0.622671571
18.84	0.1077549	0.016399688	2.3673955	0.389715438	1.91916025	0.620033299
18.85	0.108480075	0.015651736	2.37249025	0.390511333	1.920894	0.635968932
18.86	0.1084862	0.01517703	2.3723385	0.385715865	1.92979775	0.626297351
18.87	0.107759975	0.015278929	2.36600625	0.390832461	1.93170725	0.617285648
18.88	0.108826925	0.015772118	2.366092	0.392229073	1.92600425	0.621885119
18.89	0.108602725	0.015641454	2.37159125	0.384395632	1.929734	0.633914039
18.9	0.1089926	0.01552127	2.36935425	0.397177095	1.9375625	0.639099519
18.91	0.1086333	0.015595622	2.369825	0.388754189	1.9146035	0.62912955
18.92	0.108785275	0.015532287	2.37301775	0.385943523	1.9289105	0.638727838
18.93	0.10881235	0.015570061	2.3699995	0.387742548	1.92926975	0.636661143
18.94	0.109232	0.015234912	2.36836575	0.39090251	1.933447	0.64027753
18.95	0.1092647	0.016147949	2.3719905	0.389402807	1.92128425	0.62275411
18.96	0.108742375	0.015320117	2.37538875	0.387542219	1.9201495	0.626744812
18.97	0.109129525	0.015114915	2.37328225	0.384155104	1.91183075	0.621936821
18.98	0.109007475	0.014980497	2.37717675	0.381891683	1.916121	0.616771373
18.99	0.108825525	0.01517111	2.37443725	0.383907408	1.892609	0.592699059
19	0.1090817	0.014418096	2.37719425	0.388554931	1.89584675	0.60738007
19.01	0.110041025	0.015141062	2.3778075	0.388317924	1.91559625	0.597245995
19.02	0.110518625	0.015325528	2.377024	0.38564478	1.90657025	0.60144378
19.03	0.110355775	0.015540679	2.3734045	0.386719705	1.90762125	0.600803198
19.04	0.10924685	0.015621318	2.3781085	0.385465303	1.90526475	0.615747842
19.05	0.108771525	0.015238997	2.3753045	0.381996797	1.908426	0.612235646
19.06	0.10928585	0.015506913	2.37967875	0.384956098	1.90685725	0.614997086
19.07	0.10933155	0.015437652	2.3805405	0.385514736	1.91621725	0.631206917
19.08	0.1088219	0.0153748	2.37332675	0.383027649	1.91391125	0.622555116
19.09	0.108085325	0.015986459	2.3757595	0.380926679	1.92137725	0.647042933
19.1	0.108073225	0.014560672	2.38086075	0.377076689	1.92538425	0.647219061
19.11	0.1082875	0.014942023	2.37691525	0.383703816	1.92879975	0.639878123
19.12	0.1084967	0.015112039	2.38956375	0.389957473	1.9254895	0.654473639
19.13	0.10917155	0.015510041	2.37956425	0.382815812	1.92892775	0.643272509
19.14	0.109596275	0.014659837	2.3817915	0.393676994	1.9256955	0.621783613
19.15	0.10930925	0.015077825	2.37396325	0.38430512	1.92057375	0.623256677
19.16	0.107848775	0.014953168	2.37703925	0.383618397	1.928298	0.65253776
19.17	0.107538975	0.015142071	2.378152	0.378730521	1.94930175	0.67182146
19.18	0.1079346	0.014579883	2.38178625	0.379166305	1.93308525	0.657797671
