Experiment subset: sand-gravel (SG) on smooth bed
Data tables for cross sections at x= 2, 32, and 66 m are listed in succession below,
separated by blank lines and headers.

		
Cross section: x = 2 m		
Column Headings: t is the time since gate release. h is the mean flow thickness.		
SD denotes the standard deviation from the mean.		

t(s)	h(m)		SD h(m)
12.440000	0.008200	0.004200	0.192470	0.613940	-0.141860	0.358065
12.450000	0.005800	0.003900	0.257360	0.338460	-0.136560	0.358195
12.460000	0.006800	0.003750	-0.019210	0.570220	-0.151010	0.343640
12.470000	0.006400	0.005100	0.543030	0.584260	-0.148890	0.349840
12.480000	0.007300	0.005700	0.011930	0.269720	-0.146270	0.360560
12.490000	0.006700	0.004100	0.205710	0.628745	-0.144690	0.353765
12.500000	0.006400	0.003900	0.249430	0.421995	-0.142450	0.347195
12.510000	0.007800	0.004850	0.092170	0.558065	-0.146630	0.334855
12.520000	0.008200	0.007500	0.465930	0.514985	-0.143600	0.331095
12.530000	0.007300	0.008250	-0.048590	0.289890	-0.145240	0.335480
12.540000	0.008900	0.007250	0.301020	0.661300	-0.139050	0.336755
12.550000	0.008000	0.006050	0.341630	0.449740	-0.151770	0.346960
12.560000	0.008200	0.005300	-0.058680	0.475690	-0.129430	0.345835
12.570000	0.008000	0.004850	0.334980	0.395295	-0.115880	0.351335
12.580000	0.012700	0.007100	0.087340	0.303730	-0.121380	0.352380
12.590000	0.010200	0.010200	0.395840	0.649795	-0.131660	0.351480
12.600000	0.009200	0.010050	0.289950	0.601700	-0.134560	0.333210
12.610000	0.008900	0.007900	-0.059080	0.406845	-0.129820	0.341435
12.620000	0.007800	0.008000	0.535670	0.416440	-0.135070	0.356600
12.630000	0.007800	0.005300	0.075160	0.286135	-0.121970	0.356555
12.640000	0.007000	0.007200	0.371290	0.702665	-0.134190	0.346320
12.650000	0.007900	0.005750	0.213670	0.365760	-0.125980	0.346550
12.660000	0.007300	0.005150	-0.042280	0.379470	-0.120540	0.353230
12.670000	0.006500	0.007400	0.463150	0.535180	-0.125340	0.344560
12.680000	0.008400	0.002850	0.145820	0.379625	-0.132580	0.340790
12.690000	0.007600	0.003950	0.309900	0.736240	-0.120890	0.346290
12.700000	0.004100	0.006700	0.251360	0.325620	-0.118610	0.347245
12.710000	0.003000	0.007100	-0.086000	0.499965	-0.118550	0.350210
12.720000	0.009000	0.002850	0.522480	0.496395	-0.130590	0.365885
12.730000	0.009300	0.002100	0.072940	0.264175	-0.147980	0.362045
12.740000	0.012100	0.009350	0.377580	0.724025	-0.132880	0.357595
12.750000	0.009000	0.006000	0.252140	0.231915	-0.134210	0.369250
12.760000	0.008300	0.005050	0.012330	0.534045	-0.132130	0.339250
12.770000	0.011600	0.008500	0.488890	0.501655	-0.125160	0.360505
12.780000	0.007400	0.003650	-0.063210	0.267770	-0.117330	0.362625
12.790000	0.007400	0.003150	0.289950	0.537265	-0.113890	0.359485
12.800000	0.014400	0.015450	0.300970	0.318695	-0.123930	0.374715
12.810000	0.010700	0.012050	0.045680	0.505430	-0.133710	0.338495
12.820000	0.009600	0.011800	0.304540	0.394920	-0.128040	0.346560
12.830000	0.007500	0.012600	-0.083910	0.404150	-0.123400	0.337855
12.840000	0.006400	0.014050	0.342540	0.732805	-0.117350	0.335925
12.850000	0.012000	0.011950	0.361580	0.353810	-0.113240	0.341075
12.860000	0.009400	0.013100	-0.002800	0.601310	-0.093210	0.334630
12.870000	0.011200	0.011250	0.551790	0.422235	-0.089510	0.343930
12.880000	0.008300	0.012950	0.033090	0.271010	-0.075910	0.359985
12.890000	0.009300	0.014800	0.465280	0.720015	-0.101800	0.345885
12.900000	0.010400	0.014900	0.387860	0.322720	-0.093420	0.348715
12.910000	0.011200	0.013000	0.186090	0.485400	-0.099970	0.345265
12.920000	0.010900	0.013450	0.534790	0.626400	-0.028010	0.408655
12.930000	0.009700	0.015400	0.123720	0.501865	-0.050890	0.395890
12.940000	0.010100	0.010350	0.449740	0.830305	-0.064260	0.384140
12.950000	0.008300	0.010200	0.354530	0.263665	-0.070420	0.404290
12.960000	0.010000	0.008350	0.037100	0.499775	-0.076270	0.391610
12.970000	0.009100	0.006500	0.497620	0.538990	-0.060890	0.398185
12.980000	0.010100	0.006550	0.084560	0.297435	-0.071690	0.395975
12.990000	0.010000	0.005400	0.411590	0.656205	-0.059950	0.432515
13.000000	0.011500	0.007650	0.243240	0.227635	-0.054420	0.449590
13.010000	0.007600	0.004200	0.083810	0.528675	-0.083610	0.406065
13.020000	0.006400	0.004200	0.535930	0.530475	-0.049760	0.462005
13.030000	0.005800	0.004200	-0.053460	0.295500	-0.068280	0.435820
13.040000	0.009700	0.004350	0.339170	0.575005	-0.076000	0.418140
13.050000	0.008100	0.003750	0.297470	0.247050	-0.075840	0.409740
13.060000	0.005800	0.008700	0.106340	0.496385	-0.092500	0.382380
13.070000	0.007700	0.005250	0.338310	0.405875	-0.124600	0.343230
13.080000	0.008800	0.005450	-0.064600	0.317700	-0.127810	0.346485
13.090000	0.008500	0.005550	0.382200	0.660195	-0.146130	0.343865
13.100000	0.008200	0.007250	0.365630	0.356850	-0.132650	0.359150
13.110000	0.007800	0.004100	0.027220	0.575625	-0.131990	0.342485
13.120000	0.008500	0.006250	0.407340	0.296845	-0.113040	0.307560
13.130000	0.006300	0.004250	-0.091650	0.275325	-0.127820	0.324340
13.140000	0.006700	0.008000	0.411790	0.617375	-0.124340	0.320315
13.150000	0.006400	0.008500	0.160860	0.252280	-0.130960	0.311610
13.160000	0.006100	0.005450	0.039190	0.389125	-0.122840	0.320540
13.170000	0.004300	0.008350	0.368990	0.417240	-0.110610	0.330255
13.180000	0.005100	0.006700	-0.055390	0.430265	-0.110940	0.325675
13.190000	0.006100	0.004900	0.381930	0.839200	-0.107670	0.331075
13.200000	0.002800	0.004650	0.221200	0.288615	-0.123520	0.334925
13.210000	0.003500	0.006850	-0.023650	0.460885	-0.130130	0.327650
13.220000	0.007800	0.004400	0.428150	0.502895	-0.121680	0.323335
13.230000	0.019100	0.029200	0.095990	0.432600	-0.109920	0.323710
13.240000	0.011300	0.009150	0.416040	0.659540	-0.116970	0.330295
13.250000	0.010200	0.006750	0.210000	0.212815	-0.117540	0.330440
13.260000	0.009900	0.007600	0.165480	0.733070	-0.112030	0.329820
13.270000	0.009700	0.004400	0.483400	0.445960	-0.122830	0.315995
13.280000	0.009700	0.004200	-0.014900	0.278035	-0.116140	0.294640
13.290000	0.009200	0.004700	0.322450	0.606445	-0.091500	0.300795
13.300000	0.008000	0.005250	0.238840	0.199310	-0.115150	0.311725
13.310000	0.008100	0.006400	0.193440	0.698750	-0.119600	0.313920
13.320000	0.007400	0.006050	0.424170	0.368270	-0.129410	0.307450
13.330000	0.007300	0.006200	-0.100290	0.359440	-0.118720	0.310560
13.340000	0.007500	0.004850	0.332510	0.591245	-0.119630	0.318390
13.350000	0.009300	0.004300	0.288920	0.308410	-0.117120	0.320390
13.360000	0.010400	0.005550	0.133310	0.711270	-0.124970	0.315805
13.370000	0.008900	0.005400	0.451420	0.256725	-0.106750	0.299330
13.380000	0.008400	0.005250	-0.101950	0.266035	-0.098150	0.307635
13.390000	0.013400	0.009600	0.463340	0.535315	-0.121230	0.300690
13.400000	0.011000	0.005400	0.188030	0.283840	-0.109600	0.306845
13.410000	0.012200	0.006850	0.198690	0.563425	-0.107810	0.311020
13.420000	0.011900	0.008200	0.478210	0.352150	-0.111350	0.328110
13.430000	0.013200	0.010950	0.088710	0.400340	-0.107380	0.334095
13.440000	0.013500	0.012450	0.489980	0.545455	-0.113890	0.324095
13.450000	0.015400	0.010250	0.329500	0.553085	-0.116100	0.311950
13.460000	0.011700	0.010050	0.125690	0.481690	-0.114980	0.304225
13.470000	0.012000	0.008850	0.534120	0.310305	-0.116700	0.323695
13.480000	0.012500	0.006100	0.086500	0.327505	-0.099970	0.295960
13.490000	0.013900	0.006200	0.482760	0.460750	-0.109700	0.295160
13.500000	0.014400	0.010600	0.180240	0.462415	-0.101630	0.313175
13.510000	0.013500	0.010600	0.206860	0.519310	-0.102190	0.321650
13.520000	0.012700	0.008950	0.653360	0.400610	-0.103730	0.323965
13.530000	0.013000	0.006900	0.126340	0.345480	-0.105220	0.344365
13.540000	0.010900	0.006300	0.320720	0.454910	-0.102390	0.337380
13.550000	0.010100	0.004800	0.155910	0.417490	-0.099380	0.344400
13.560000	0.011200	0.004750	0.243130	0.721410	-0.111970	0.373095
13.570000	0.012400	0.006450	0.594670	0.551665	-0.110090	0.345030
13.580000	0.008000	0.004750	-0.059990	0.316335	-0.125290	0.359455
13.590000	0.006800	0.004900	0.295720	0.504320	-0.130140	0.339305
13.600000	0.007700	0.004700	0.152940	0.370940	-0.126280	0.340905
13.610000	0.007500	0.003750	0.124240	0.713640	-0.134180	0.339350
13.620000	0.011800	0.014950	0.509610	0.285590	-0.127190	0.356130
13.630000	0.007200	0.004700	-0.085810	0.364805	-0.125530	0.340260
13.640000	0.007100	0.003700	0.354090	0.568100	-0.113360	0.368235
13.650000	0.006800	0.003850	0.085840	0.379675	-0.110610	0.366750
13.660000	0.006500	0.005200	0.132240	0.662210	-0.108630	0.373295
13.670000	0.005500	0.004550	0.369300	0.282055	-0.132650	0.372705
13.680000	0.005300	0.003100	-0.091680	0.444300	-0.128600	0.365635
13.690000	0.008900	0.004000	0.385850	0.699550	-0.130040	0.358180
13.700000	0.010500	0.005050	0.221360	0.443400	-0.137960	0.344990
13.710000	0.006500	0.003400	0.112380	0.628450	-0.124230	0.364350
13.720000	0.010100	0.009300	0.419270	0.281070	-0.163610	0.331185
13.730000	0.011300	0.013650	-0.029490	0.419740	-0.143210	0.356250
13.740000	0.010900	0.014600	0.448360	0.566970	-0.131300	0.361960
13.750000	0.011700	0.014850	-0.004690	0.379835	-0.124670	0.340610
13.760000	0.011800	0.014350	0.084550	0.564205	-0.108560	0.323205
13.770000	0.011000	0.013900	0.441900	0.279385	-0.115220	0.344825
13.780000	0.013400	0.013450	0.084870	0.404035	-0.126660	0.347740
13.790000	0.009500	0.011900	0.396940	0.614095	-0.123840	0.342055
13.800000	0.009800	0.011200	0.048360	0.431540	-0.116010	0.337210
13.810000	0.009700	0.009800	0.188420	0.662200	-0.096480	0.362380
13.820000	0.009600	0.008350	0.526880	0.350650	-0.102080	0.382790
13.830000	0.009400	0.008650	0.012640	0.451635	-0.093630	0.360140
13.840000	0.008600	0.007200	0.431620	0.469355	-0.113680	0.354960
13.850000	0.008100	0.008350	0.083360	0.405130	-0.116520	0.352705
13.860000	0.008800	0.007550	0.132260	0.644260	-0.101150	0.377760
13.870000	0.007700	0.005800	0.458940	0.334355	-0.099110	0.387325
13.880000	0.007300	0.004100	-0.031510	0.341760	-0.096940	0.379350
13.890000	0.008100	0.003700	0.472560	0.495815	-0.098230	0.382820
13.900000	0.003300	0.012600	0.022800	0.419495	-0.113510	0.362445
13.910000	0.003100	0.008100	0.140490	0.593320	-0.114260	0.361285
13.920000	0.003400	0.009750	0.340530	0.295505	-0.107650	0.363220
13.930000	0.006900	0.005250	-0.056150	0.379745	-0.094070	0.384115
13.940000	0.007400	0.008700	0.454390	0.699685	-0.113450	0.362155
13.950000	0.009600	0.004200	0.255030	0.401760	-0.110350	0.367700
13.960000	0.008800	0.005700	0.145620	0.639760	-0.111220	0.339655
13.970000	0.008700	0.002400	0.340730	0.349715	-0.119690	0.339925
13.980000	0.008000	0.006250	-0.018980	0.443780	-0.113780	0.329590
13.990000	0.007600	0.002750	0.572590	0.683345	-0.122150	0.330940
14.000000	0.011700	0.009900	0.098220	0.236890	-0.123210	0.339200
14.010000	0.008500	0.003700	0.133060	0.561885	-0.133980	0.348925
14.020000	0.006500	0.002400	0.374690	0.345770	-0.144760	0.338870
14.030000	0.005700	0.002200	-0.006730	0.428310	-0.139410	0.337400
14.040000	0.005100	0.001750	0.456720	0.582025	-0.143270	0.334405
14.050000	0.007100	0.004050	0.106440	0.190720	-0.133730	0.340290
14.060000	0.009500	0.004600	0.238180	0.578110	-0.137430	0.341270
14.070000	0.008000	0.004350	0.358920	0.422145	-0.132000	0.337445
14.080000	0.008000	0.004550	-0.025450	0.432000	-0.109560	0.347575
14.090000	0.007700	0.006050	0.470050	0.552610	-0.112490	0.337050
14.100000	0.007700	0.005950	0.099670	0.279805	-0.122860	0.357000
14.110000	0.005500	0.006800	0.124520	0.707775	-0.122740	0.356075
14.120000	0.009900	0.006950	0.394800	0.453715	-0.124990	0.359085
14.130000	0.008400	0.009700	-0.044950	0.344905	-0.123440	0.372085
14.140000	0.006700	0.009500	0.440530	0.444060	-0.136350	0.367300
14.150000	0.006200	0.007600	0.017570	0.223090	-0.134040	0.362645
14.160000	0.005300	0.010250	0.215960	0.642475	-0.140670	0.362540
14.170000	0.007200	0.009250	0.315680	0.432485	-0.129460	0.367030
14.180000	0.007900	0.006600	-0.078280	0.374700	-0.120500	0.338095
14.190000	0.006600	0.004100	0.428610	0.522815	-0.110710	0.311520
14.200000	0.009500	0.006200	0.173500	0.275715	-0.139960	0.332325
14.210000	0.008700	0.005150	0.191740	0.656870	-0.121850	0.310840
14.220000	0.006800	0.005000	0.277010	0.231660	-0.118650	0.324750
14.230000	0.007100	0.004350	-0.023730	0.355915	-0.148360	0.301640
14.240000	0.007800	0.004150	0.538150	0.638255	-0.140150	0.311370
14.250000	0.010000	0.007250	0.144440	0.335435	-0.140230	0.331880
14.260000	0.007800	0.006950	0.140420	0.629095	-0.125030	0.329455
14.270000	0.006800	0.005200	0.325510	0.355990	-0.126580	0.350090
14.280000	0.006500	0.006500	-0.093760	0.463750	-0.127460	0.339935
14.290000	0.008200	0.009250	0.497020	0.558805	-0.119280	0.340045
14.300000	0.004900	0.006450	0.041300	0.261310	-0.130470	0.333540
14.310000	0.005800	0.006050	0.213900	0.516120	-0.125390	0.339100
14.320000	0.002900	0.008500	0.247710	0.371835	-0.120670	0.337510
14.330000	0.003900	0.007150	-0.026040	0.507400	-0.124140	0.335145
14.340000	0.005700	0.010000	0.417560	0.531365	-0.114760	0.350480
14.350000	0.006200	0.008000	0.048670	0.293570	-0.120930	0.355110
14.360000	0.006900	0.006200	0.208660	0.748530	-0.129160	0.349410
14.370000	0.007600	0.004200	0.347870	0.388025	-0.125860	0.340950
14.380000	0.005000	0.007550	-0.091500	0.425175	-0.118880	0.351410
14.390000	0.005200	0.009650	0.393060	0.388350	-0.114970	0.355870
14.400000	0.004000	0.009200	0.050690	0.295720	-0.115840	0.349600
14.410000	0.005300	0.006950	0.274060	0.701600	-0.121310	0.356465
14.420000	0.006200	0.006200	0.368350	0.349010	-0.128850	0.339900
14.430000	0.007300	0.005150	-0.096650	0.391405	-0.123070	0.342925
14.440000	0.005300	0.010200	0.521540	0.429400	-0.112780	0.339215
14.450000	0.003200	0.007800	0.086280	0.288925	-0.131950	0.343315
14.460000	0.006900	0.003200	0.342400	0.691040	-0.134330	0.344235
14.470000	0.004300	0.006550	0.224920	0.249300	-0.119160	0.353020
14.480000	0.008000	0.005950	-0.029150	0.337445	-0.130890	0.346550
14.490000	0.004800	0.007500	0.493560	0.542820	-0.124880	0.344075
14.500000	0.005000	0.009150	0.100360	0.454660	-0.127520	0.354805
14.510000	0.005000	0.006800	0.197930	0.736910	-0.107160	0.367760
14.520000	0.004600	0.005900	0.330220	0.340430	-0.107570	0.368950
14.530000	0.004900	0.004850	-0.071730	0.480505	-0.108330	0.362965
14.540000	0.006500	0.006550	0.487370	0.607230	-0.103370	0.357770
14.550000	0.005300	0.008000	0.029570	0.307045	-0.101990	0.372560
14.560000	0.006800	0.003800	0.320070	0.624700	-0.098800	0.373505
14.570000	0.006600	0.004450	0.294040	0.276840	-0.102710	0.364840
14.580000	0.006600	0.003600	0.030370	0.482015	-0.116250	0.355790
14.590000	0.007500	0.003750	0.435040	0.535480	-0.104770	0.367885
14.600000	0.008200	0.007650	0.010450	0.323130	-0.111090	0.372795
14.610000	0.005900	0.005000	0.312440	0.728280	-0.109930	0.365900
14.620000	0.006300	0.006850	0.387880	0.384900	-0.122070	0.358340
14.630000	0.005500	0.005300	-0.030390	0.437770	-0.114200	0.362280
14.640000	0.007800	0.004750	0.374770	0.380530	-0.127300	0.357635
14.650000	0.006300	0.003300	0.003580	0.270725	-0.117820	0.354015
14.660000	0.007100	0.004300	0.354710	0.742630	-0.124920	0.351945
14.670000	0.006500	0.005000	0.374930	0.278890	-0.108990	0.365115
14.680000	0.007800	0.005550	-0.070960	0.481440	-0.108820	0.354905
14.690000	0.009800	0.008700	0.455540	0.342555	-0.103280	0.360245
14.700000	0.010000	0.009200	0.120170	0.294450	-0.103550	0.364175
14.710000	0.012800	0.008600	0.454730	0.686150	-0.101050	0.353185
14.720000	0.012100	0.011500	0.400240	0.290690	-0.115660	0.346695
14.730000	0.013100	0.012000	0.127790	0.229665	-0.119410	0.354505
14.740000	0.010300	0.013950	0.505710	0.542910	-0.106520	0.360775
14.750000	0.010600	0.010800	0.036380	0.455410	-0.109890	0.356705
14.760000	0.009900	0.008850	0.318080	0.668800	-0.111930	0.351705
14.770000	0.008900	0.007450	0.386420	0.295330	-0.113080	0.367010
14.780000	0.008500	0.006000	0.013900	0.531400	-0.104870	0.385650
14.790000	0.008000	0.010000	0.510140	0.586845	-0.081920	0.401290
14.800000	0.008100	0.008500	0.008070	0.366710	-0.103860	0.366830
14.810000	0.008500	0.007000	0.325810	0.551400	-0.082870	0.387780
14.820000	0.010100	0.004700	0.355140	0.223900	-0.094380	0.377155
14.830000	0.009900	0.004500	0.151270	0.567525	-0.096630	0.377670
14.840000	0.007600	0.005350	0.466900	0.569600	-0.079880	0.384660
14.850000	0.009000	0.009000	0.002610	0.413995	-0.099920	0.351040
14.860000	0.010200	0.008950	0.367810	0.891885	-0.099130	0.342550
14.870000	0.009100	0.008550	0.477970	0.407110	-0.111150	0.343500
14.880000	0.009500	0.008650	0.153890	0.674635	-0.109560	0.349870
14.890000	0.006700	0.008200	0.448730	0.447060	-0.114220	0.338825
14.900000	0.005000	0.007750	-0.067840	0.395645	-0.119360	0.328965
14.910000	0.008000	0.006450	0.417700	0.685425	-0.115910	0.346045
14.920000	0.005500	0.005500	0.318430	0.236365	-0.112940	0.344640
14.930000	0.008000	0.004800	-0.029210	0.595445	-0.111700	0.348325
14.940000	0.007600	0.005300	0.488620	0.390965	-0.115800	0.352580
14.950000	0.005900	0.004050	-0.013400	0.305825	-0.133480	0.347720
14.960000	0.005000	0.003000	0.288320	0.693800	-0.122560	0.342090
14.970000	0.004800	0.003200	0.184330	0.249290	-0.129810	0.328515
14.980000	0.005400	0.004150	0.050560	0.549520	-0.130410	0.333390
14.990000	0.005100	0.003600	0.483850	0.524030	-0.127840	0.338480
15.000000	0.008600	0.008250	-0.046150	0.425000	-0.138620	0.321055
15.010000	0.010600	0.011850	0.219850	0.616835	-0.121010	0.332215
15.020000	0.011100	0.009450	0.240350	0.325395	-0.127890	0.333675
15.030000	0.007600	0.008650	0.038480	0.676420	-0.118400	0.342315
15.040000	0.007200	0.007100	0.534480	0.506865	-0.131750	0.332695
15.050000	0.007200	0.006650	-0.042250	0.271930	-0.150920	0.321780
15.060000	0.011400	0.013700	0.265930	0.511895	-0.142150	0.331400
15.070000	0.009400	0.006150	0.281050	0.389360	-0.135920	0.342525
15.080000	0.008000	0.005000	0.153420	0.673595	-0.133460	0.354245
15.090000	0.004900	0.004400	0.477950	0.399615	-0.149270	0.351490
15.100000	0.005700	0.004850	-0.079980	0.366170	-0.152490	0.343945
15.110000	0.004900	0.004600	0.200250	0.654825	-0.133890	0.346725
15.120000	0.003800	0.007050	0.261320	0.466600	-0.130540	0.347880
15.130000	0.004800	0.004250	-0.009700	0.531970	-0.154820	0.339935
15.140000	0.005800	0.009200	0.447070	0.279005	-0.140270	0.343855
15.150000	0.005000	0.006200	-0.097970	0.356780	-0.135180	0.349365
15.160000	0.004700	0.004250	0.377500	0.621905	-0.115020	0.371570
15.170000	0.005200	0.004300	0.250800	0.281975	-0.121270	0.360460
15.180000	0.003700	0.007700	-0.015720	0.464895	-0.113970	0.359315
15.190000	0.006500	0.005950	0.471920	0.322490	-0.110160	0.364745
15.200000	0.008100	0.004750	0.111450	0.432435	-0.111980	0.376910
15.210000	0.005100	0.003950	0.354240	0.675140	-0.139410	0.345850
15.220000	0.005000	0.004350	0.130230	0.357150	-0.123540	0.340650
15.230000	0.003700	0.005600	-0.029190	0.422840	-0.118670	0.347415
15.240000	0.007200	0.006800	0.437010	0.431185	-0.121410	0.345165
15.250000	0.006300	0.003700	0.031100	0.392520	-0.119240	0.347065
15.260000	0.006400	0.006850	0.317060	0.610050	-0.125560	0.339820
15.270000	0.004000	0.013450	0.187080	0.391375	-0.146360	0.332565
15.280000	0.004600	0.008750	-0.031960	0.548125	-0.125590	0.334835
15.290000	0.003700	0.007800	0.488830	0.460650	-0.131470	0.339215
15.300000	0.006100	0.007900	0.011310	0.282620	-0.129720	0.353060
15.310000	0.006000	0.004350	0.365460	0.557700	-0.136380	0.334790
15.320000	0.005300	0.004550	0.092330	0.289260	-0.128010	0.346925
15.330000	0.011100	0.008650	0.109590	0.609605	-0.126750	0.341575
15.340000	0.008600	0.005850	0.528200	0.469755	-0.129680	0.340970
15.350000	0.008100	0.006300	0.063670	0.353595	-0.130510	0.344540
15.360000	0.009000	0.007400	0.394410	0.761745	-0.131240	0.328935
15.370000	0.008000	0.005950	0.271370	0.309845	-0.128800	0.331350
15.380000	0.006600	0.004900	0.046930	0.604030	-0.125340	0.336115
15.390000	0.006200	0.005500	0.410980	0.292360	-0.130360	0.341240
15.400000	0.005400	0.004950	-0.080300	0.314470	-0.127440	0.340970
15.410000	0.006300	0.006150	0.436440	0.704610	-0.126730	0.339495
15.420000	0.005600	0.004850	0.205900	0.269105	-0.119170	0.338980
15.430000	0.004700	0.004150	-0.048600	0.531465	-0.106940	0.342220
15.440000	0.007200	0.006500	0.339900	0.304515	-0.093020	0.353670
15.450000	0.006700	0.001750	0.019960	0.330810	-0.103550	0.356065
15.460000	0.007900	0.005400	0.420940	0.738400	-0.109550	0.350750
15.470000	0.009200	0.005750	0.236260	0.252850	-0.115230	0.346245
15.480000	0.010500	0.006650	0.119180	0.448985	-0.113960	0.338640
15.490000	0.009400	0.007200	0.510770	0.475625	-0.114990	0.334845
15.500000	0.010400	0.006500	0.052520	0.371870	-0.120250	0.330280
15.510000	0.008500	0.005900	0.481860	0.610080	-0.138210	0.323160
15.520000	0.008300	0.004500	0.230960	0.309120	-0.131120	0.335125
15.530000	0.007400	0.004400	0.080670	0.614740	-0.131790	0.334560
15.540000	0.007000	0.004950	0.492500	0.472860	-0.126560	0.335605
15.550000	0.006900	0.004100	-0.039430	0.296795	-0.134800	0.333135
15.560000	0.007100	0.003400	0.422410	0.537930	-0.133210	0.343760
15.570000	0.008500	0.004600	0.199580	0.263630	-0.135010	0.339640
15.580000	0.008400	0.005550	0.162080	0.633925	-0.140450	0.322670
15.590000	0.006500	0.004750	0.375410	0.371280	-0.122890	0.345025
15.600000	0.006600	0.003950	-0.066950	0.310375	-0.112490	0.346490
15.610000	0.006600	0.004500	0.388720	0.691830	-0.127210	0.338055
15.620000	0.009100	0.006200	0.308400	0.323835	-0.131130	0.346535
15.630000	0.007000	0.004450	0.058970	0.638550	-0.126090	0.354135
15.640000	0.006100	0.005050	0.357790	0.354815	-0.123240	0.346860
15.650000	0.006400	0.005500	-0.092450	0.358485	-0.121280	0.352095
15.660000	0.006900	0.007200	0.510550	0.642330	-0.133510	0.365765
15.670000	0.006100	0.004750	0.153170	0.266325	-0.132730	0.369560
15.680000	0.006300	0.005550	0.085620	0.540685	-0.122180	0.355200
15.690000	0.005200	0.005300	0.409700	0.364460	-0.113300	0.360850
15.700000	0.004800	0.004350	-0.046490	0.449280	-0.115120	0.346050
15.710000	0.004900	0.004400	0.316100	0.632225	-0.111810	0.355685
15.720000	0.005900	0.006600	0.122940	0.357325	-0.121800	0.370670
15.730000	0.006400	0.004300	0.167640	0.613265	-0.125910	0.361030
15.740000	0.010700	0.009800	0.514710	0.399325	-0.145660	0.331465
15.750000	0.009800	0.009650	-0.049500	0.359340	-0.129310	0.336570
15.760000	0.011600	0.011350	0.437030	0.547920	-0.128800	0.344200
15.770000	0.007700	0.012000	0.251260	0.395175	-0.132460	0.338575
15.780000	0.007100	0.009050	0.189180	0.672625	-0.135300	0.310720
15.790000	0.007500	0.007700	0.448910	0.370410	-0.134670	0.328545
15.800000	0.008200	0.007150	-0.122680	0.342380	-0.134760	0.343255
15.810000	0.005600	0.009950	0.402150	0.435440	-0.121790	0.310165
15.820000	0.005400	0.011550	0.160500	0.327245	-0.129370	0.295005
15.830000	0.005800	0.011350	0.184940	0.597710	-0.132600	0.289970
15.840000	0.004600	0.010950	0.355650	0.270790	-0.108440	0.311560
15.850000	0.006800	0.010000	-0.095900	0.338185	-0.104010	0.328265
15.860000	0.005700	0.009750	0.385470	0.666410	-0.111130	0.321335
15.870000	0.004400	0.011400	0.177950	0.404950	-0.109670	0.327495
15.880000	0.006300	0.016200	0.133050	0.564150	-0.124740	0.337045
15.890000	0.007400	0.013350	0.420900	0.229895	-0.134620	0.321025
15.900000	0.009400	0.012250	-0.059200	0.374920	-0.134260	0.307485
15.910000	0.011000	0.011100	0.435970	0.588230	-0.124710	0.311125
15.920000	0.010900	0.010100	0.132490	0.256755	-0.115020	0.307055
15.930000	0.011400	0.008800	0.230250	0.670360	-0.115870	0.320185
15.940000	0.012200	0.008300	0.622100	0.303755	-0.103450	0.332100
15.950000	0.012600	0.009450	0.133390	0.353820	-0.106230	0.339775
15.960000	0.014000	0.007200	0.478380	0.464105	-0.105230	0.354100
15.970000	0.012500	0.006750	0.135980	0.269250	-0.103830	0.357960
15.980000	0.011200	0.005600	0.304300	0.594115	-0.114680	0.356690
15.990000	0.009900	0.004300	0.519340	0.307085	-0.109640	0.362080
16.000000	0.008000	0.004950	0.006820	0.376585	-0.107460	0.359375
16.010000	0.007300	0.003800	0.362270	0.516395	-0.105560	0.345420
16.020000	0.006200	0.003950	0.137520	0.366560	-0.100640	0.359915
16.030000	0.007900	0.003850	0.171370	0.771345	-0.116260	0.355580
16.040000	0.007900	0.004450	0.453660	0.210230	-0.127930	0.346575
16.050000	0.008100	0.005350	-0.042260	0.421115	-0.124040	0.349105
16.060000	0.010400	0.009300	0.456670	0.543945	-0.114790	0.359790
16.070000	0.006500	0.003700	0.056720	0.361925	-0.105030	0.359545
16.080000	0.006100	0.003850	0.164750	0.573395	-0.117560	0.353345
16.090000	0.011700	0.012550	0.449540	0.305355	-0.105140	0.371710
16.100000	0.006900	0.004600	0.008160	0.443535	-0.130310	0.358545
16.110000	0.008800	0.006150	0.453350	0.626890	-0.125850	0.356540
16.120000	0.007600	0.008350	0.042650	0.318530	-0.131060	0.348805
16.130000	0.004600	0.005000	0.070560	0.599095	-0.123370	0.352275
16.140000	0.005700	0.005050	0.343640	0.247100	-0.109030	0.339245
16.150000	0.007900	0.007600	0.048150	0.447665	-0.129610	0.344150
16.160000	0.006200	0.006250	0.403640	0.530990	-0.117450	0.348990
16.170000	0.008400	0.007850	-0.006060	0.342640	-0.117250	0.333475
16.180000	0.007000	0.006150	0.134990	0.756195	-0.129460	0.330910
16.190000	0.005900	0.005350	0.507110	0.325420	-0.129700	0.347880
16.200000	0.006500	0.007350	-0.024780	0.452960	-0.130800	0.338355
16.210000	0.008900	0.005700	0.396580	0.451975	-0.129750	0.328310
16.220000	0.006900	0.003900	0.018930	0.346420	-0.132140	0.321665
16.230000	0.007000	0.004700	0.240780	0.688135	-0.125670	0.338230
16.240000	0.006200	0.004000	0.342260	0.201040	-0.125310	0.338755
16.250000	0.006400	0.004700	-0.039280	0.422055	-0.118260	0.338115
16.260000	0.007100	0.004150	0.457840	0.644070	-0.126720	0.343795
